animal_type,has_name,age_days_outcome,age_group_intake,los_at_shelter,month_of_outcome,is_fixed,breed_type,color_group,intake_condition_group,agg_cluster
Dog,1,370,Young Adult,4,November,1,Mix,White,Healthy/Normal,0
Cat,0,100,Puppy/Kitten,24,November,1,Mix,Black,Healthy/Normal,0
Cat,0,96,Puppy/Kitten,4,October,1,Pure,White,Healthy/Normal,0
Cat,1,95,Puppy/Kitten,5,March,1,Mix,Other,Healthy/Normal,0
Dog,0,249,Puppy/Kitten,5,December,1,Mix,White,Healthy/Normal,0
Dog,1,2592,Senior,34,September,1,Pure,Black,Healthy/Normal,0
Dog,1,326,Puppy/Kitten,61,March,1,Pure,Gold,Injured,0
Dog,0,308,Puppy/Kitten,4,August,1,Pure,White,Healthy/Normal,0
Cat,0,65,Puppy/Kitten,4,August,1,Mix,White,Healthy/Normal,0
Dog,0,13,Puppy/Kitten,1,March,0,Pure,Tricolor,Healthy/Normal,0
Cat,1,736,Young Adult,5,September,1,Mix,Red,Healthy/Normal,0
Dog,1,756,Young Adult,4,February,1,Mix,Tricolor,Sick/Medical,0
Dog,0,339,Puppy/Kitten,4,July,1,Mix,Black,Healthy/Normal,0
Cat,1,748,Young Adult,17,December,1,Pure,Brown,Healthy/Normal,0
Dog,0,370,Young Adult,5,November,1,Mix,White,Healthy/Normal,0
Dog,1,758,Young Adult,26,March,1,Mix,White,Healthy/Normal,0
Dog,1,1840,Adult,16,May,1,Mix,Brown,Healthy/Normal,0
Cat,0,368,Young Adult,3,February,0,Mix,Red,Healthy/Normal,0
Cat,1,6223,Senior,13,July,1,Mix,Grey,Healthy/Normal,0
Dog,1,757,Young Adult,26,February,1,Pure,Black,Healthy/Normal,0
Dog,0,1465,Adult,3,October,0,Mix,Black,Healthy/Normal,0
Dog,1,4700,Senior,1,October,0,Pure,Black,Healthy/Normal,0
Dog,1,737,Young Adult,6,April,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,379,Young Adult,12,July,1,Mix,White,Healthy/Normal,0
Cat,1,755,Young Adult,25,December,1,Mix,Other,Healthy/Normal,0
Dog,1,4393,Senior,10,April,1,Pure,Black,Healthy/Normal,0
Dog,0,161,Puppy/Kitten,121,January,1,Mix,Black,Healthy/Normal,0
Cat,0,73,Puppy/Kitten,43,December,1,Mix,Red,Healthy/Normal,0
Dog,1,368,Young Adult,1,October,0,Mix,White,Healthy/Normal,0
Cat,1,290,Puppy/Kitten,106,January,1,Mix,Other,Sick/Medical,0
Dog,1,735,Young Adult,5,July,0,Pure,Black,Healthy/Normal,0
Cat,0,82,Puppy/Kitten,6,October,1,Mix,Brown,Healthy/Normal,0
Cat,1,33,Puppy/Kitten,2,November,0,Mix,White,Healthy/Normal,0
Dog,1,281,Puppy/Kitten,8,October,1,Mix,White,Healthy/Normal,0
Dog,1,1464,Adult,2,February,0,Mix,White,Healthy/Normal,0
Dog,1,598,Young Adult,51,September,0,Mix,White,Healthy/Normal,0
Dog,0,4750,Senior,3,September,1,Mix,White,Sick/Medical,0
Dog,1,90,Puppy/Kitten,29,June,1,Pure,Brown,Healthy/Normal,0
Cat,1,220,Puppy/Kitten,4,February,1,Mix,Grey,Healthy/Normal,0
Dog,1,124,Puppy/Kitten,2,August,1,Mix,White,Healthy/Normal,0
Cat,1,370,Young Adult,4,December,1,Pure,Brown,Healthy/Normal,0
Dog,1,3509,Senior,41,November,1,Mix,White,Healthy/Normal,0
Cat,0,76,Puppy/Kitten,1,January,0,Mix,Brown,Healthy/Normal,0
Other,0,734,Young Adult,4,August,0,Pure,Black,Injured,0
Cat,1,3653,Senior,4,May,1,Mix,Black,Behavioral Issues,0
Dog,1,347,Puppy/Kitten,28,July,1,Mix,Black,Healthy/Normal,0
Dog,1,735,Young Adult,5,August,1,Mix,White,Healthy/Normal,0
Dog,1,1463,Adult,2,October,1,Pure,Black,Healthy/Normal,0
Dog,0,61,Puppy/Kitten,16,July,1,Mix,Brown,Healthy/Normal,0
Dog,1,746,Young Adult,16,December,1,Pure,Black,Healthy/Normal,0
Dog,0,132,Puppy/Kitten,8,September,0,Mix,Black,Healthy/Normal,0
Dog,1,219,Puppy/Kitten,6,April,1,Mix,Black,Healthy/Normal,0
Dog,1,187,Puppy/Kitten,4,August,1,Pure,White,Healthy/Normal,0
Dog,1,734,Young Adult,4,February,1,Mix,Black,Healthy/Normal,0
Dog,1,850,Young Adult,120,April,1,Mix,Black,Healthy/Normal,0
Cat,0,734,Young Adult,4,October,0,Pure,White,Healthy/Normal,0
Cat,1,62,Puppy/Kitten,16,July,0,Mix,Black,Sick/Medical,0
Other,1,791,Young Adult,59,December,1,Pure,Brown,Healthy/Normal,0
Other,1,405,Young Adult,40,March,0,Pure,White,Healthy/Normal,0
Other,1,1130,Young Adult,73,March,1,Mix,White,Healthy/Normal,0
Dog,1,201,Puppy/Kitten,5,October,1,Pure,Tricolor,Healthy/Normal,0
Other,1,748,Young Adult,18,July,0,Pure,Tricolor,Healthy/Normal,0
Cat,1,792,Young Adult,48,August,1,Pure,Other,Healthy/Normal,0
Dog,1,4279,Senior,2,January,1,Mix,White,Healthy/Normal,0
Dog,1,1835,Adult,9,April,1,Mix,Black,Healthy/Normal,0
Cat,1,2618,Senior,1,September,1,Mix,Other,Healthy/Normal,0
Dog,1,1838,Adult,11,December,1,Pure,Tricolor,Healthy/Normal,0
Cat,1,417,Puppy/Kitten,82,January,1,Mix,Other,Healthy/Normal,0
Dog,0,1107,Adult,10,January,0,Mix,Black,Injured,0
Dog,1,98,Puppy/Kitten,6,February,0,Mix,White,Healthy/Normal,0
Dog,0,34,Puppy/Kitten,19,September,0,Pure,Black,Life Stage/Developmental,0
Dog,1,5479,Senior,1,October,1,Mix,White,Sick/Medical,0
Dog,1,392,Young Adult,27,March,1,Mix,White,Healthy/Normal,0
Dog,0,1101,Adult,4,February,1,Mix,Black,Healthy/Normal,0
Cat,1,1035,Young Adult,6,November,1,Mix,Other,Healthy/Normal,0
Cat,0,369,Young Adult,3,June,0,Mix,Grey,Healthy/Normal,0
Dog,1,387,Young Adult,21,December,1,Mix,White,Healthy/Normal,0
Dog,1,1482,Adult,21,January,1,Pure,Brown,Healthy/Normal,0
Dog,1,445,Young Adult,21,March,1,Pure,Black,Healthy/Normal,0
Dog,1,249,Puppy/Kitten,20,March,1,Mix,Black,Healthy/Normal,0
Cat,0,370,Young Adult,5,June,1,Mix,White,Healthy/Normal,0
Dog,1,2960,Senior,37,April,1,Mix,Gold,Healthy/Normal,0
Dog,1,1577,Adult,17,August,1,Pure,Black,Healthy/Normal,0
Dog,1,550,Young Adult,1,February,0,Mix,White,Sick/Medical,0
Dog,1,1098,Young Adult,3,July,0,Pure,Gold,Other/Unknown,0
Dog,1,2191,Adult,4,January,1,Mix,Black,Healthy/Normal,0
Cat,1,127,Puppy/Kitten,5,August,1,Mix,Red,Healthy/Normal,0
Cat,1,94,Puppy/Kitten,2,September,1,Mix,Grey,Healthy/Normal,0
Dog,1,737,Young Adult,5,May,1,Pure,White,Healthy/Normal,0
Dog,1,493,Young Adult,128,July,1,Pure,Gold,Healthy/Normal,0
Other,0,375,Young Adult,9,May,0,Mix,Brown,Injured,0
Dog,0,79,Puppy/Kitten,3,August,1,Mix,Black,Healthy/Normal,0
Cat,1,370,Young Adult,4,April,0,Pure,Grey,Sick/Medical,0
Dog,1,736,Young Adult,5,October,1,Pure,White,Healthy/Normal,0
Dog,1,743,Young Adult,13,August,1,Mix,Brown,Healthy/Normal,0
Dog,1,2926,Senior,4,February,0,Mix,White,Life Stage/Developmental,0
Dog,0,18,Puppy/Kitten,8,May,0,Mix,Black,Healthy/Normal,0
Cat,0,90,Puppy/Kitten,49,July,1,Pure,Brown,Healthy/Normal,0
Dog,1,542,Young Adult,119,August,1,Pure,White,Healthy/Normal,0
Cat,1,2562,Senior,5,May,1,Mix,Black,Healthy/Normal,0
Cat,0,66,Puppy/Kitten,5,July,0,Mix,Other,Healthy/Normal,0
Dog,0,1101,Adult,5,March,1,Mix,Gold,Healthy/Normal,0
Cat,1,731,Young Adult,1,December,1,Mix,Black,Healthy/Normal,0
Dog,1,61,Puppy/Kitten,8,June,1,Mix,White,Healthy/Normal,0
Cat,1,73,Puppy/Kitten,35,December,1,Mix,Other,Healthy/Normal,0
Dog,1,65,Puppy/Kitten,4,June,1,Mix,Black,Healthy/Normal,0
Cat,1,79,Puppy/Kitten,63,August,1,Mix,Brown,Healthy/Normal,0
Dog,1,786,Young Adult,172,May,1,Pure,Tricolor,Healthy/Normal,0
Dog,1,871,Young Adult,140,June,1,Mix,Black,Healthy/Normal,0
Cat,1,194,Puppy/Kitten,11,October,1,Mix,White,Healthy/Normal,0
Dog,0,79,Puppy/Kitten,3,January,0,Mix,Black,Other/Unknown,0
Dog,1,214,Puppy/Kitten,2,September,0,Pure,Black,Healthy/Normal,0
Cat,1,1127,Adult,30,October,1,Mix,Grey,Healthy/Normal,0
Other,0,34,Puppy/Kitten,3,September,0,Mix,Brown,Injured,0
Dog,1,1099,Adult,4,September,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,100,Puppy/Kitten,1,February,0,Pure,Black,Healthy/Normal,0
Cat,0,737,Young Adult,8,January,0,Pure,Black,Healthy/Normal,0
Dog,1,245,Puppy/Kitten,7,January,1,Mix,Black,Healthy/Normal,0
Dog,1,3572,Senior,1,April,1,Mix,White,Healthy/Normal,0
Cat,1,370,Young Adult,3,April,1,Pure,White,Healthy/Normal,0
Dog,1,562,Young Adult,13,February,1,Mix,Black,Healthy/Normal,0
Dog,1,738,Young Adult,8,July,1,Pure,Brown,Healthy/Normal,0
Dog,1,1290,Adult,12,December,1,Pure,Black,Sick/Medical,0
Dog,0,139,Puppy/Kitten,4,January,1,Mix,White,Healthy/Normal,0
Cat,1,795,Young Adult,65,October,0,Mix,Brown,Healthy/Normal,0
Cat,1,1469,Adult,7,February,0,Pure,Other,Healthy/Normal,0
Dog,1,1411,Adult,9,March,1,Pure,Gold,Healthy/Normal,0
Cat,0,61,Puppy/Kitten,32,April,1,Mix,Black,Healthy/Normal,0
Cat,1,153,Puppy/Kitten,31,August,1,Pure,White,Healthy/Normal,0
Cat,1,2946,Senior,6,September,1,Mix,Red,Healthy/Normal,0
Other,0,25,Puppy/Kitten,10,June,0,Mix,Black,Healthy/Normal,0
Dog,0,59,Puppy/Kitten,27,September,1,Mix,White,Healthy/Normal,0
Dog,1,303,Puppy/Kitten,63,October,1,Mix,White,Healthy/Normal,0
Dog,1,2377,Adult,7,December,1,Mix,White,Healthy/Normal,0
Cat,1,444,Young Adult,78,November,1,Pure,White,Healthy/Normal,0
Cat,0,63,Puppy/Kitten,22,June,1,Pure,Brown,Healthy/Normal,0
Cat,1,73,Puppy/Kitten,48,September,1,Pure,Black,Healthy/Normal,0
Dog,1,333,Puppy/Kitten,28,July,1,Pure,Black,Healthy/Normal,0
Cat,1,58,Puppy/Kitten,5,August,0,Mix,White,Healthy/Normal,0
Dog,1,1316,Adult,16,September,1,Mix,White,Healthy/Normal,0
Cat,1,77,Puppy/Kitten,53,November,1,Mix,White,Sick/Medical,0
Cat,1,4767,Senior,19,October,1,Mix,White,Healthy/Normal,0
Cat,1,153,Puppy/Kitten,141,September,1,Mix,White,Healthy/Normal,0
Dog,1,143,Puppy/Kitten,21,August,1,Mix,Black,Healthy/Normal,0
Cat,1,124,Puppy/Kitten,99,August,1,Pure,Other,Healthy/Normal,0
Cat,1,68,Puppy/Kitten,29,May,1,Mix,White,Healthy/Normal,0
Dog,1,20,Puppy/Kitten,13,June,0,Mix,White,Healthy/Normal,0
Dog,1,2421,Adult,49,July,1,Mix,Black,Healthy/Normal,0
Cat,1,77,Puppy/Kitten,38,December,1,Mix,Black,Healthy/Normal,0
Dog,1,1844,Adult,468,June,1,Mix,White,Healthy/Normal,0
Dog,1,162,Puppy/Kitten,9,February,1,Mix,White,Healthy/Normal,0
Cat,0,70,Puppy/Kitten,31,January,1,Pure,White,Healthy/Normal,0
Cat,1,101,Puppy/Kitten,8,November,0,Pure,Brown,Healthy/Normal,0
Dog,0,370,Young Adult,4,February,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,1858,Adult,6,July,1,Pure,Brown,Healthy/Normal,0
Dog,1,5419,Senior,1,November,1,Mix,White,Healthy/Normal,0
Cat,1,105,Puppy/Kitten,59,September,1,Mix,Grey,Healthy/Normal,0
Cat,1,97,Puppy/Kitten,6,July,1,Pure,Grey,Healthy/Normal,0
Cat,1,105,Puppy/Kitten,28,October,1,Pure,White,Healthy/Normal,0
Dog,1,1103,Adult,7,June,0,Mix,Black,Healthy/Normal,0
Dog,1,1501,Adult,39,April,1,Pure,Other,Healthy/Normal,0
Cat,1,760,Young Adult,30,April,1,Pure,Other,Healthy/Normal,0
Dog,1,50,Puppy/Kitten,3,February,0,Mix,Black,Healthy/Normal,0
Cat,1,44,Puppy/Kitten,12,July,0,Mix,White,Healthy/Normal,0
Dog,1,550,Young Adult,1,November,1,Mix,Black,Healthy/Normal,0
Cat,0,202,Puppy/Kitten,18,March,1,Pure,Other,Sick/Medical,0
Dog,0,717,Young Adult,4,August,1,Mix,White,Healthy/Normal,0
Dog,0,172,Puppy/Kitten,4,August,1,Mix,Brown,Healthy/Normal,0
Cat,1,77,Puppy/Kitten,53,August,1,Pure,Black,Healthy/Normal,0
Dog,1,740,Young Adult,9,December,1,Pure,Brown,Healthy/Normal,0
Cat,1,68,Puppy/Kitten,7,July,0,Pure,Black,Healthy/Normal,0
Dog,1,1483,Adult,21,July,1,Pure,White,Healthy/Normal,0
Dog,0,372,Young Adult,6,October,1,Mix,White,Healthy/Normal,0
Dog,1,794,Young Adult,55,December,1,Pure,Black,Healthy/Normal,0
Cat,1,111,Puppy/Kitten,57,October,1,Pure,Brown,Healthy/Normal,0
Dog,0,1828,Adult,1,January,0,Pure,Black,Injured,0
Cat,1,224,Puppy/Kitten,179,September,1,Mix,Black,Healthy/Normal,0
Dog,1,484,Young Adult,118,August,1,Mix,White,Healthy/Normal,0
Cat,1,858,Young Adult,37,September,1,Pure,Black,Healthy/Normal,0
Dog,1,1084,Young Adult,18,January,1,Mix,Black,Healthy/Normal,0
Dog,1,65,Puppy/Kitten,4,January,1,Mix,Black,Healthy/Normal,0
Dog,1,579,Young Adult,214,August,1,Mix,Brown,Injured,0
Dog,1,1586,Adult,124,May,1,Mix,Black,Healthy/Normal,0
Cat,1,1883,Adult,2,October,1,Pure,White,Healthy/Normal,0
Cat,1,5131,Senior,18,October,1,Pure,Black,Healthy/Normal,0
Cat,0,101,Puppy/Kitten,46,August,1,Pure,Other,Healthy/Normal,0
Cat,1,116,Puppy/Kitten,23,July,1,Mix,Grey,Healthy/Normal,0
Dog,1,2211,Adult,20,March,1,Mix,Brown,Injured,0
Cat,1,1473,Adult,1,June,1,Mix,White,Healthy/Normal,0
Dog,1,98,Puppy/Kitten,6,November,1,Pure,Gold,Healthy/Normal,0
Other,1,731,Young Adult,1,November,0,Pure,Brown,Healthy/Normal,0
Dog,1,856,Young Adult,125,July,1,Mix,White,Healthy/Normal,0
Cat,0,367,Young Adult,2,July,0,Mix,Other,Healthy/Normal,0
Cat,1,140,Puppy/Kitten,118,November,1,Pure,Other,Healthy/Normal,0
Dog,0,76,Puppy/Kitten,6,April,1,Mix,White,Healthy/Normal,0
Dog,1,786,Young Adult,55,April,1,Mix,Grey,Healthy/Normal,0
Cat,1,413,Young Adult,47,August,1,Pure,Other,Healthy/Normal,0
Cat,0,90,Puppy/Kitten,7,October,1,Pure,White,Healthy/Normal,0
Cat,0,162,Puppy/Kitten,10,May,1,Pure,Brown,Injured,0
Dog,1,131,Puppy/Kitten,2,December,1,Mix,Black,Healthy/Normal,0
Dog,0,66,Puppy/Kitten,4,September,1,Pure,White,Healthy/Normal,0
Cat,1,502,Young Adult,136,December,0,Pure,Brown,Healthy/Normal,0
Cat,0,742,Young Adult,11,January,0,Pure,Other,Healthy/Normal,0
Cat,1,73,Puppy/Kitten,11,November,1,Pure,Brown,Healthy/Normal,0
Cat,1,373,Young Adult,7,December,1,Mix,White,Healthy/Normal,0
Cat,1,66,Puppy/Kitten,40,May,1,Mix,Other,Healthy/Normal,0
Cat,0,366,Young Adult,1,June,0,Mix,Other,Healthy/Normal,0
Cat,1,1881,Adult,114,November,1,Mix,Red,Healthy/Normal,0
Dog,0,71,Puppy/Kitten,9,October,1,Pure,White,Healthy/Normal,0
Dog,0,98,Puppy/Kitten,22,December,1,Mix,Grey,Healthy/Normal,0
Cat,1,65,Puppy/Kitten,3,July,0,Mix,Other,Healthy/Normal,0
Dog,1,1098,Adult,2,May,1,Mix,Other,Healthy/Normal,0
Cat,1,58,Puppy/Kitten,55,September,0,Mix,Brown,Healthy/Normal,0
Dog,0,1465,Adult,3,March,1,Mix,White,Healthy/Normal,0
Cat,1,64,Puppy/Kitten,3,May,1,Mix,Black,Healthy/Normal,0
Dog,1,519,Young Adult,11,April,1,Mix,Black,Healthy/Normal,0
Cat,1,388,Young Adult,22,March,1,Mix,White,Healthy/Normal,0
Dog,1,1103,Adult,7,July,1,Pure,Grey,Healthy/Normal,0
Cat,1,58,Puppy/Kitten,35,July,1,Mix,Brown,Healthy/Normal,0
Dog,1,771,Young Adult,41,July,1,Mix,Black,Healthy/Normal,0
Dog,1,1839,Adult,11,January,1,Pure,Black,Healthy/Normal,0
Dog,1,4388,Senior,4,June,1,Mix,Black,Healthy/Normal,0
Cat,1,296,Puppy/Kitten,16,January,1,Pure,White,Healthy/Normal,0
Dog,0,83,Puppy/Kitten,2,March,1,Mix,Brown,Healthy/Normal,0
Cat,1,4401,Senior,18,September,1,Pure,Black,Healthy/Normal,0
Cat,1,118,Puppy/Kitten,81,August,1,Pure,Other,Healthy/Normal,0
Dog,1,3406,Senior,118,April,1,Mix,White,Healthy/Normal,0
Cat,1,114,Puppy/Kitten,69,December,1,Pure,Brown,Healthy/Normal,0
Cat,1,280,Puppy/Kitten,36,January,1,Mix,Red,Healthy/Normal,0
Cat,1,377,Young Adult,11,August,1,Mix,Black,Healthy/Normal,0
Dog,1,1195,Adult,99,December,1,Mix,White,Healthy/Normal,0
Cat,1,88,Puppy/Kitten,62,January,1,Pure,White,Sick/Medical,0
Dog,1,338,Puppy/Kitten,3,February,0,Mix,Grey,Healthy/Normal,0
Dog,1,742,Young Adult,14,February,1,Pure,Black,Healthy/Normal,0
Cat,0,124,Puppy/Kitten,6,February,1,Mix,Red,Healthy/Normal,0
Cat,1,71,Puppy/Kitten,34,May,1,Pure,Black,Sick/Medical,0
Dog,1,1827,Adult,1,June,1,Mix,Gold,Healthy/Normal,0
Cat,0,369,Young Adult,4,December,1,Mix,Black,Healthy/Normal,0
Dog,1,836,Young Adult,106,June,1,Mix,Black,Healthy/Normal,0
Dog,1,1108,Adult,11,December,0,Pure,Black,Injured,0
Dog,1,2227,Adult,36,April,1,Mix,Black,Healthy/Normal,0
Dog,1,371,Young Adult,5,October,1,Mix,Black,Healthy/Normal,0
Cat,1,70,Puppy/Kitten,10,November,1,Mix,Other,Healthy/Normal,0
Dog,0,64,Puppy/Kitten,3,October,0,Mix,Black,Healthy/Normal,0
Dog,1,2389,Adult,34,August,1,Mix,White,Healthy/Normal,0
Dog,1,5115,Senior,1,June,1,Pure,Black,Healthy/Normal,0
Cat,1,738,Young Adult,6,January,0,Pure,Black,Healthy/Normal,0
Cat,1,394,Young Adult,29,June,0,Pure,White,Life Stage/Developmental,0
Other,1,255,Puppy/Kitten,11,April,0,Pure,Black,Healthy/Normal,0
Cat,1,733,Young Adult,3,March,1,Mix,Grey,Healthy/Normal,0
Dog,0,105,Puppy/Kitten,8,May,1,Pure,Brown,Sick/Medical,0
Dog,1,446,Young Adult,80,August,1,Mix,White,Healthy/Normal,0
Cat,1,2853,Senior,33,December,1,Mix,Other,Healthy/Normal,0
Dog,1,734,Young Adult,4,October,1,Mix,Black,Healthy/Normal,0
Dog,1,74,Puppy/Kitten,67,October,0,Mix,White,Healthy/Normal,0
Dog,1,192,Puppy/Kitten,38,September,1,Mix,Gold,Injured,0
Cat,0,733,Young Adult,2,April,0,Mix,Brown,Healthy/Normal,0
Cat,1,69,Puppy/Kitten,8,August,0,Pure,Black,Healthy/Normal,0
Cat,1,379,Young Adult,14,May,1,Mix,Other,Healthy/Normal,0
Dog,1,794,Young Adult,64,July,1,Pure,White,Healthy/Normal,0
Dog,1,456,Young Adult,1,May,0,Pure,Black,Injured,0
Other,0,732,Young Adult,2,January,0,Pure,White,Injured,0
Dog,1,80,Puppy/Kitten,4,October,0,Mix,White,Healthy/Normal,0
Dog,1,582,Young Adult,34,November,1,Pure,Black,Healthy/Normal,0
Cat,1,164,Puppy/Kitten,142,December,1,Mix,White,Healthy/Normal,0
Dog,1,366,Young Adult,1,November,0,Mix,Black,Healthy/Normal,0
Cat,1,45,Puppy/Kitten,7,July,0,Mix,Black,Healthy/Normal,0
Dog,0,736,Young Adult,5,February,1,Mix,White,Healthy/Normal,0
Dog,1,734,Young Adult,4,July,1,Pure,Brown,Healthy/Normal,0
Dog,0,1833,Adult,7,June,1,Mix,White,Healthy/Normal,0
Dog,0,339,Puppy/Kitten,4,September,1,Mix,White,Healthy/Normal,0
Cat,1,375,Young Adult,9,July,0,Mix,White,Healthy/Normal,0
Dog,1,1831,Adult,4,January,1,Mix,Black,Healthy/Normal,0
Other,0,368,Young Adult,1,May,0,Pure,Black,Sick/Medical,0
Dog,1,738,Young Adult,7,January,1,Mix,Black,Healthy/Normal,0
Cat,1,60,Puppy/Kitten,29,July,0,Pure,Black,Healthy/Normal,0
Cat,0,40,Puppy/Kitten,1,November,0,Pure,Black,Healthy/Normal,0
Dog,1,129,Puppy/Kitten,6,September,1,Pure,Black,Healthy/Normal,0
Dog,1,189,Puppy/Kitten,5,November,0,Mix,Black,Healthy/Normal,0
Cat,1,745,Young Adult,14,August,1,Pure,Black,Injured,0
Cat,1,64,Puppy/Kitten,33,May,1,Pure,Black,Sick/Medical,0
Cat,0,77,Puppy/Kitten,3,May,1,Pure,White,Healthy/Normal,0
Cat,1,79,Puppy/Kitten,17,October,1,Mix,Black,Healthy/Normal,0
Dog,1,120,Puppy/Kitten,29,April,1,Mix,Gold,Healthy/Normal,0
Dog,0,45,Puppy/Kitten,2,October,0,Mix,Black,Healthy/Normal,0
Dog,0,140,Puppy/Kitten,4,March,1,Mix,White,Healthy/Normal,0
Dog,1,381,Young Adult,14,December,1,Mix,Black,Healthy/Normal,0
Cat,0,32,Puppy/Kitten,8,July,0,Pure,Other,Life Stage/Developmental,0
Dog,1,364,Puppy/Kitten,90,August,0,Mix,White,Injured,0
Dog,1,1185,Adult,73,October,0,Mix,White,Healthy/Normal,0
Cat,0,68,Puppy/Kitten,5,October,1,Mix,Other,Healthy/Normal,0
Dog,1,2233,Adult,8,May,1,Mix,White,Healthy/Normal,0
Cat,1,160,Puppy/Kitten,7,March,1,Mix,White,Healthy/Normal,0
Other,1,734,Young Adult,3,April,0,Pure,Brown,Injured,0
Dog,1,56,Puppy/Kitten,25,October,1,Mix,Brown,Healthy/Normal,0
Cat,1,191,Puppy/Kitten,6,January,1,Mix,Brown,Healthy/Normal,0
Dog,1,2314,Adult,122,May,1,Mix,White,Healthy/Normal,0
Cat,1,372,Young Adult,6,May,1,Mix,Brown,Healthy/Normal,0
Cat,0,25,Puppy/Kitten,3,March,0,Mix,Brown,Life Stage/Developmental,0
Dog,1,513,Young Adult,55,December,1,Mix,Black,Healthy/Normal,0
Dog,0,734,Young Adult,4,November,0,Mix,White,Healthy/Normal,0
Other,0,366,Young Adult,1,August,0,Mix,Other,Healthy/Normal,0
Cat,1,74,Puppy/Kitten,24,July,0,Mix,White,Healthy/Normal,0
Dog,1,1058,Young Adult,15,March,1,Mix,Gold,Healthy/Normal,0
Cat,0,157,Puppy/Kitten,9,February,1,Pure,White,Healthy/Normal,0
Dog,1,2439,Adult,182,January,1,Mix,White,Healthy/Normal,0
Cat,1,71,Puppy/Kitten,46,June,1,Mix,Other,Healthy/Normal,0
Dog,0,125,Puppy/Kitten,6,September,1,Mix,White,Healthy/Normal,0
Dog,1,3258,Senior,1,July,1,Mix,Brown,Healthy/Normal,0
Dog,1,64,Puppy/Kitten,2,August,1,Mix,Black,Healthy/Normal,0
Cat,1,56,Puppy/Kitten,18,August,0,Mix,White,Healthy/Normal,0
Cat,1,367,Young Adult,2,August,0,Pure,Other,Healthy/Normal,0
Dog,1,1155,Adult,7,November,1,Mix,White,Healthy/Normal,0
Cat,1,229,Puppy/Kitten,76,December,1,Mix,Black,Healthy/Normal,0
Dog,1,3697,Senior,44,May,1,Pure,Gold,Injured,0
Cat,1,77,Puppy/Kitten,15,July,1,Pure,Black,Healthy/Normal,0
Cat,1,103,Puppy/Kitten,65,August,1,Mix,Brown,Healthy/Normal,0
Dog,1,41,Puppy/Kitten,1,April,0,Mix,White,Healthy/Normal,0
Cat,1,81,Puppy/Kitten,49,July,1,Mix,Black,Healthy/Normal,0
Dog,1,2585,Senior,2,August,1,Mix,Tricolor,Healthy/Normal,0
Dog,0,71,Puppy/Kitten,5,February,1,Pure,Black,Healthy/Normal,0
Cat,1,404,Young Adult,38,December,1,Mix,Grey,Healthy/Normal,0
Dog,0,96,Puppy/Kitten,4,August,0,Mix,Black,Sick/Medical,0
Cat,1,774,Young Adult,43,May,1,Mix,Black,Healthy/Normal,0
Cat,0,32,Puppy/Kitten,1,October,0,Mix,Brown,Healthy/Normal,0
Cat,1,44,Puppy/Kitten,19,June,0,Pure,Black,Healthy/Normal,0
Dog,0,556,Young Adult,10,April,1,Pure,Brown,Healthy/Normal,0
Dog,1,1953,Adult,66,February,1,Mix,Black,Healthy/Normal,0
Dog,1,1216,Adult,2,June,1,Pure,Black,Healthy/Normal,0
Cat,0,370,Young Adult,4,February,1,Mix,Grey,Injured,0
Dog,1,372,Young Adult,6,March,1,Pure,Brown,Injured,0
Cat,1,81,Puppy/Kitten,36,June,1,Mix,White,Healthy/Normal,0
Cat,1,253,Puppy/Kitten,10,September,1,Mix,White,Healthy/Normal,0
Other,1,224,Puppy/Kitten,132,December,0,Pure,White,Healthy/Normal,0
Dog,1,731,Young Adult,3,June,0,Mix,Black,Healthy/Normal,0
Dog,1,1300,Adult,23,April,1,Pure,White,Healthy/Normal,0
Cat,0,79,Puppy/Kitten,7,October,0,Mix,White,Injured,0
Dog,1,2924,Senior,2,July,1,Pure,Brown,Sick/Medical,0
Cat,1,84,Puppy/Kitten,8,June,1,Mix,Other,Healthy/Normal,0
Cat,0,93,Puppy/Kitten,56,August,1,Pure,Black,Healthy/Normal,0
Cat,1,1465,Adult,4,May,1,Mix,White,Injured,0
Cat,0,9,Puppy/Kitten,2,July,0,Mix,Black,Healthy/Normal,0
Dog,1,1546,Adult,6,November,1,Pure,White,Healthy/Normal,0
Dog,0,66,Puppy/Kitten,4,September,1,Mix,Brown,Healthy/Normal,0
Cat,1,5119,Senior,6,April,1,Pure,Other,Healthy/Normal,0
Dog,0,63,Puppy/Kitten,4,April,1,Mix,Black,Healthy/Normal,0
Dog,1,524,Young Adult,158,December,1,Pure,Tricolor,Healthy/Normal,0
Dog,1,4382,Senior,4,September,1,Pure,Gold,Healthy/Normal,0
Dog,0,2561,Senior,4,September,1,Mix,Black,Healthy/Normal,0
Dog,1,92,Puppy/Kitten,4,August,1,Mix,White,Healthy/Normal,0
Dog,1,66,Puppy/Kitten,5,January,1,Pure,Black,Healthy/Normal,0
Dog,1,96,Puppy/Kitten,21,March,0,Pure,Red,Healthy/Normal,0
Dog,1,305,Puppy/Kitten,1,May,0,Mix,White,Healthy/Normal,0
Cat,1,1100,Adult,4,September,1,Mix,Black,Healthy/Normal,0
Dog,1,35,Puppy/Kitten,3,June,0,Mix,Black,Healthy/Normal,0
