animal_type,has_name,outcome_group,age_days_outcome,age_group_intake,los_at_shelter,month_of_outcome,is_fixed,breed_type,color_group,intake_condition_group,dbscan_cluster
Cat,1,Positive,67,Puppy/Kitten,6,July,0,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,735,Young Adult,4,April,1,Mix,White,Healthy/Normal,0
Cat,1,Neutral,51,Puppy/Kitten,12,July,0,Pure,Black,Healthy/Normal,0
Cat,1,Positive,158,Puppy/Kitten,4,December,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1835,Adult,9,April,1,Pure,Gold,Healthy/Normal,0
Cat,1,Positive,70,Puppy/Kitten,39,June,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,366,Puppy/Kitten,8,March,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,3645,Senior,7,March,1,Mix,Brown,Healthy/Normal,0
Cat,0,Neutral,188,Puppy/Kitten,4,April,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,4466,Senior,83,November,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,738,Young Adult,7,February,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,119,Puppy/Kitten,28,July,1,Mix,Red,Healthy/Normal,0
Dog,1,Neutral,79,Puppy/Kitten,2,November,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,746,Young Adult,8,February,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,312,Puppy/Kitten,6,January,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,2196,Adult,4,June,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,93,Puppy/Kitten,62,August,1,Mix,Black,Healthy/Normal,0
Cat,1,Neutral,103,Puppy/Kitten,20,December,1,Mix,Brown,Healthy/Normal,0
Cat,0,Neutral,31,Puppy/Kitten,10,August,0,Pure,Brown,Healthy/Normal,0
Dog,1,Neutral,1100,Adult,3,February,1,Pure,Black,Healthy/Normal,0
Cat,0,Neutral,247,Puppy/Kitten,4,October,0,Pure,White,Healthy/Normal,0
Dog,1,Neutral,555,Young Adult,8,July,0,Pure,Gold,Healthy/Normal,0
Dog,1,Positive,770,Young Adult,39,May,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,371,Young Adult,5,April,1,Mix,Black,Healthy/Normal,0
Dog,0,Neutral,312,Puppy/Kitten,6,February,0,Pure,White,Healthy/Normal,0
Dog,1,Positive,3941,Senior,652,March,1,Mix,Black,Injured,-1
Dog,1,Positive,1104,Adult,7,March,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1501,Adult,1,April,1,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,268,Puppy/Kitten,11,February,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,1128,Adult,31,June,1,Mix,Brown,Healthy/Normal,0
Cat,1,Neutral,169,Puppy/Kitten,15,September,1,Mix,Red,Healthy/Normal,0
Cat,1,Neutral,77,Puppy/Kitten,16,December,0,Mix,White,Healthy/Normal,0
Dog,1,Neutral,5113,Senior,3,October,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,71,Puppy/Kitten,10,July,1,Pure,Red,Healthy/Normal,0
Dog,1,Positive,3654,Senior,1,June,1,Mix,Gold,Healthy/Normal,0
Dog,1,Negative,1118,Adult,22,October,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,734,Young Adult,3,June,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,366,Puppy/Kitten,2,January,1,Mix,Gold,Healthy/Normal,0
Dog,1,Positive,825,Young Adult,1,December,1,Mix,Black,Healthy/Normal,0
Cat,0,Positive,77,Puppy/Kitten,5,February,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,61,Puppy/Kitten,16,June,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,1162,Adult,65,August,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,735,Young Adult,5,March,1,Pure,Gold,Healthy/Normal,0
Cat,1,Positive,975,Young Adult,93,January,1,Mix,Other,Healthy/Normal,0
Cat,1,Positive,1071,Young Adult,5,March,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,80,Puppy/Kitten,21,May,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,565,Young Adult,16,November,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,733,Young Adult,2,January,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,387,Young Adult,21,November,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,2451,Adult,1,July,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,404,Young Adult,38,December,1,Mix,Black,Injured,0
Cat,1,Positive,72,Puppy/Kitten,11,August,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1099,Adult,4,February,1,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,4394,Senior,10,March,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,45,Puppy/Kitten,1,June,0,Pure,Black,Sick/Medical,0
Other,0,Positive,749,Young Adult,19,February,0,Mix,Black,Healthy/Normal,0
Dog,1,Positive,64,Puppy/Kitten,2,June,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,735,Young Adult,4,December,0,Pure,Black,Healthy/Normal,0
Dog,1,Positive,553,Young Adult,11,January,1,Pure,White,Injured,0
Dog,1,Positive,1464,Adult,3,July,1,Pure,Grey,Healthy/Normal,0
Dog,1,Positive,111,Puppy/Kitten,37,December,1,Mix,Black,Healthy/Normal,0
Bird,0,Positive,371,Young Adult,5,November,0,Mix,Grey,Healthy/Normal,0
Dog,0,Neutral,735,Young Adult,3,November,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,96,Puppy/Kitten,49,July,1,Mix,Grey,Healthy/Normal,0
Cat,1,Positive,102,Puppy/Kitten,49,November,1,Mix,Other,Healthy/Normal,0
Cat,1,Positive,367,Young Adult,1,February,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1086,Young Adult,3,January,1,Mix,Black,Healthy/Normal,0
Cat,0,Positive,62,Puppy/Kitten,28,November,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,2706,Adult,289,January,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,373,Young Adult,6,July,1,Pure,Black,Healthy/Normal,0
Cat,1,Neutral,33,Puppy/Kitten,3,May,0,Mix,Other,Healthy/Normal,0
Dog,0,Positive,170,Puppy/Kitten,51,August,1,Pure,White,Healthy/Normal,0
Cat,0,Neutral,187,Puppy/Kitten,4,October,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,737,Young Adult,6,August,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,73,Puppy/Kitten,31,May,1,Mix,Brown,Healthy/Normal,0
Dog,1,Neutral,737,Young Adult,6,December,0,Pure,Brown,Injured,0
Dog,1,Positive,954,Young Adult,224,September,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,740,Young Adult,9,December,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,758,Young Adult,26,January,1,Pure,Grey,Injured,0
Cat,1,Positive,86,Puppy/Kitten,71,August,0,Pure,Red,Sick/Medical,0
Cat,0,Neutral,249,Puppy/Kitten,4,November,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,1826,Adult,7,December,1,Pure,Gold,Healthy/Normal,0
Dog,0,Positive,369,Young Adult,3,March,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,379,Young Adult,14,December,1,Pure,White,Injured,0
Other,1,Positive,302,Puppy/Kitten,27,January,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,2563,Senior,7,January,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,69,Puppy/Kitten,47,June,1,Pure,White,Healthy/Normal,0
Dog,1,Neutral,735,Young Adult,4,September,0,Pure,White,Injured,0
Dog,1,Neutral,1111,Adult,14,April,1,Mix,White,Sick/Medical,0
Dog,0,Neutral,1465,Adult,4,August,1,Pure,White,Healthy/Normal,0
Cat,0,Neutral,187,Puppy/Kitten,2,November,0,Mix,Other,Healthy/Normal,0
Dog,1,Positive,891,Young Adult,2,May,1,Mix,Black,Healthy/Normal,0
Cat,0,Positive,80,Puppy/Kitten,35,June,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,736,Young Adult,13,March,1,Pure,Gold,Healthy/Normal,0
Dog,0,Neutral,1100,Adult,3,March,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,1834,Adult,7,September,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,2801,Senior,62,January,1,Mix,Red,Healthy/Normal,0
Dog,1,Neutral,1104,Adult,9,December,0,Pure,Gold,Healthy/Normal,0
Cat,1,Positive,67,Puppy/Kitten,5,November,1,Mix,Brown,Healthy/Normal,0
Dog,1,Neutral,741,Young Adult,10,October,0,Pure,Red,Healthy/Normal,0
Dog,1,Positive,3658,Senior,5,November,1,Mix,Gold,Healthy/Normal,0
Dog,1,Neutral,919,Young Adult,27,November,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,69,Puppy/Kitten,7,September,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,369,Young Adult,3,October,0,Pure,Grey,Healthy/Normal,0
Cat,0,Negative,904,Young Adult,2,February,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,243,Puppy/Kitten,3,October,0,Mix,White,Healthy/Normal,0
Dog,1,Neutral,131,Puppy/Kitten,9,February,0,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,96,Puppy/Kitten,4,September,0,Pure,White,Healthy/Normal,0
Dog,1,Positive,1767,Adult,6,February,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,3050,Senior,43,January,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,1861,Adult,34,September,1,Pure,Black,Injured,0
Cat,1,Positive,5507,Senior,5,March,1,Mix,Other,Healthy/Normal,0
Cat,1,Positive,741,Young Adult,11,October,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,2565,Senior,7,May,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,1085,Young Adult,719,August,1,Pure,Black,Healthy/Normal,-1
Dog,1,Positive,1793,Adult,9,May,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,1462,Adult,1,January,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,Positive,385,Young Adult,18,February,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,64,Puppy/Kitten,8,June,1,Pure,Other,Healthy/Normal,0
Cat,1,Positive,65,Puppy/Kitten,35,September,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,1635,Adult,2,May,1,Mix,White,Injured,0
Cat,1,Neutral,45,Puppy/Kitten,11,June,0,Mix,Grey,Healthy/Normal,0
Cat,0,Positive,80,Puppy/Kitten,44,May,1,Pure,Other,Life Stage/Developmental,0
Cat,1,Positive,126,Puppy/Kitten,5,March,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,74,Puppy/Kitten,46,July,1,Mix,Brown,Healthy/Normal,0
Dog,1,Neutral,1097,Adult,1,June,0,Mix,White,Sick/Medical,0
Cat,0,Neutral,735,Young Adult,4,April,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,65,Puppy/Kitten,35,April,1,Pure,Brown,Healthy/Normal,0
Dog,1,Neutral,755,Young Adult,23,November,0,Mix,White,Healthy/Normal,0
Dog,0,Neutral,369,Young Adult,4,April,1,Mix,Gold,Healthy/Normal,0
Cat,0,Positive,741,Young Adult,10,March,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,800,Young Adult,81,July,1,Pure,Black,Healthy/Normal,0
Cat,0,Positive,100,Puppy/Kitten,8,January,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,368,Young Adult,3,June,0,Mix,White,Healthy/Normal,0
Cat,1,Positive,1185,Adult,89,June,1,Pure,Grey,Healthy/Normal,0
Cat,1,Positive,751,Young Adult,20,August,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,492,Young Adult,7,May,1,Mix,Gold,Healthy/Normal,0
Cat,1,Positive,208,Puppy/Kitten,171,April,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,173,Puppy/Kitten,8,February,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,129,Puppy/Kitten,6,March,1,Mix,Black,Healthy/Normal,0
Dog,0,Neutral,187,Puppy/Kitten,3,October,0,Pure,White,Healthy/Normal,0
Cat,1,Positive,2209,Adult,18,January,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,376,Young Adult,11,April,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,739,Young Adult,8,May,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,381,Puppy/Kitten,23,August,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,1479,Adult,18,October,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,736,Young Adult,6,November,0,Mix,White,Healthy/Normal,0
Cat,1,Neutral,61,Puppy/Kitten,24,November,0,Pure,Grey,Healthy/Normal,0
Dog,1,Neutral,1100,Adult,3,February,0,Mix,White,Healthy/Normal,0
Cat,0,Neutral,370,Young Adult,4,May,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,1202,Adult,2,June,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,370,Young Adult,5,August,1,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,754,Young Adult,24,December,1,Mix,Black,Injured,0
Dog,1,Positive,366,Young Adult,1,September,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,393,Young Adult,27,May,1,Mix,White,Healthy/Normal,0
Cat,0,Positive,110,Puppy/Kitten,4,July,1,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,59,Puppy/Kitten,51,February,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,62,Puppy/Kitten,5,January,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,35,Puppy/Kitten,4,June,0,Pure,Other,Sick/Medical,0
Dog,1,Positive,94,Puppy/Kitten,2,January,1,Pure,White,Healthy/Normal,0
Cat,0,Neutral,369,Young Adult,4,May,0,Mix,Black,Healthy/Normal,0
Dog,0,Positive,69,Puppy/Kitten,1,October,1,Pure,Gold,Healthy/Normal,0
Dog,1,Positive,738,Young Adult,8,December,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,109,Puppy/Kitten,79,August,1,Pure,Red,Life Stage/Developmental,0
Dog,1,Positive,79,Puppy/Kitten,35,September,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,305,Puppy/Kitten,32,December,1,Pure,Black,Healthy/Normal,0
Cat,0,Neutral,369,Young Adult,3,May,0,Mix,Red,Healthy/Normal,0
Cat,1,Neutral,54,Puppy/Kitten,7,November,0,Mix,Other,Healthy/Normal,0
Dog,1,Neutral,387,Young Adult,22,December,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,738,Young Adult,7,June,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,737,Young Adult,7,December,1,Pure,Gold,Healthy/Normal,0
Dog,1,Positive,1953,Adult,97,December,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,72,Puppy/Kitten,15,August,1,Pure,Other,Healthy/Normal,0
Dog,0,Positive,184,Puppy/Kitten,6,January,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,38,Puppy/Kitten,2,September,0,Mix,Black,Healthy/Normal,0
Dog,1,Positive,60,Puppy/Kitten,14,November,0,Mix,Black,Healthy/Normal,0
Cat,1,Neutral,46,Puppy/Kitten,9,November,0,Mix,White,Healthy/Normal,0
Cat,0,Neutral,732,Young Adult,1,February,0,Pure,Other,Healthy/Normal,0
Dog,1,Positive,379,Young Adult,13,July,1,Pure,Black,Healthy/Normal,0
Cat,0,Positive,97,Puppy/Kitten,5,January,1,Pure,Brown,Healthy/Normal,0
Dog,1,Neutral,742,Young Adult,11,May,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,65,Puppy/Kitten,3,August,0,Mix,Brown,Healthy/Normal,0
Dog,1,Neutral,1063,Young Adult,69,June,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,530,Young Adult,11,February,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,75,Puppy/Kitten,44,July,0,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,758,Young Adult,27,December,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,366,Young Adult,1,July,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1164,Adult,11,December,1,Mix,Black,Injured,0
Cat,1,Positive,1112,Adult,16,June,1,Mix,Brown,Healthy/Normal,0
Dog,0,Neutral,127,Puppy/Kitten,5,April,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,68,Puppy/Kitten,12,July,1,Mix,Other,Healthy/Normal,0
Cat,1,Positive,133,Puppy/Kitten,11,October,1,Pure,Red,Injured,0
Cat,1,Positive,107,Puppy/Kitten,104,July,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,70,Puppy/Kitten,31,May,1,Mix,White,Healthy/Normal,0
Dog,0,Positive,76,Puppy/Kitten,4,November,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1657,Adult,8,October,1,Pure,Black,Healthy/Normal,0
Cat,1,Neutral,125,Puppy/Kitten,72,September,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,76,Puppy/Kitten,39,December,1,Pure,White,Healthy/Normal,0
Dog,1,Neutral,2924,Senior,1,August,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,66,Puppy/Kitten,3,September,0,Pure,Other,Healthy/Normal,0
Cat,1,Positive,106,Puppy/Kitten,30,December,0,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,433,Young Adult,67,June,1,Mix,Gold,Healthy/Normal,0
Cat,1,Positive,748,Young Adult,17,February,1,Pure,Other,Other/Unknown,0
Cat,1,Neutral,3669,Senior,16,October,1,Pure,Black,Sick/Medical,0
Dog,1,Neutral,313,Puppy/Kitten,7,February,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,602,Young Adult,5,February,1,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,736,Young Adult,6,June,0,Mix,Brown,Healthy/Normal,0
Dog,1,Neutral,339,Puppy/Kitten,36,September,1,Pure,Black,Healthy/Normal,0
Cat,0,Positive,738,Young Adult,7,February,1,Pure,White,Healthy/Normal,0
Other,1,Neutral,185,Puppy/Kitten,1,November,0,Mix,Gold,Healthy/Normal,0
Dog,1,Neutral,739,Young Adult,8,May,1,Mix,Black,Injured,0
Dog,1,Neutral,1838,Adult,12,July,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,72,Puppy/Kitten,45,December,1,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,185,Puppy/Kitten,4,August,0,Mix,White,Healthy/Normal,0
Dog,1,Neutral,734,Young Adult,4,November,0,Pure,White,Healthy/Normal,0
Dog,1,Neutral,733,Young Adult,2,December,0,Pure,White,Healthy/Normal,0
Dog,1,Positive,2932,Senior,10,July,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,62,Puppy/Kitten,1,January,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1100,Adult,4,October,1,Mix,White,Healthy/Normal,0
Dog,0,Positive,70,Puppy/Kitten,5,March,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,Positive,407,Young Adult,42,January,1,Pure,White,Healthy/Normal,0
Dog,0,Neutral,98,Puppy/Kitten,6,November,1,Mix,White,Healthy/Normal,0
Cat,0,Negative,32,Puppy/Kitten,9,April,0,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,1494,Adult,32,February,1,Pure,White,Healthy/Normal,0
Dog,0,Positive,22,Puppy/Kitten,6,July,0,Mix,Black,Healthy/Normal,0
Other,0,Negative,734,Young Adult,3,October,0,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,76,Puppy/Kitten,39,June,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,796,Young Adult,15,April,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,58,Puppy/Kitten,43,July,0,Mix,White,Life Stage/Developmental,0
Cat,0,Positive,61,Puppy/Kitten,30,May,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,677,Young Adult,5,March,1,Mix,Brown,Healthy/Normal,0
Cat,0,Neutral,65,Puppy/Kitten,11,July,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,235,Puppy/Kitten,6,December,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,376,Young Adult,11,May,1,Pure,Tricolor,Healthy/Normal,0
Dog,1,Positive,250,Puppy/Kitten,5,January,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,Positive,1463,Adult,2,August,0,Pure,Black,Healthy/Normal,0
Cat,1,Positive,92,Puppy/Kitten,18,July,1,Pure,Other,Healthy/Normal,0
Dog,0,Positive,84,Puppy/Kitten,61,May,1,Mix,White,Life Stage/Developmental,0
Cat,1,Positive,76,Puppy/Kitten,47,June,1,Mix,Black,Life Stage/Developmental,0
Cat,1,Positive,2716,Senior,25,April,1,Mix,Grey,Healthy/Normal,0
Cat,1,Positive,852,Young Adult,120,February,1,Pure,Red,Healthy/Normal,0
Dog,1,Positive,1189,Young Adult,123,May,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,122,Puppy/Kitten,34,August,1,Pure,Red,Healthy/Normal,0
Cat,1,Positive,82,Puppy/Kitten,52,December,1,Mix,Brown,Healthy/Normal,0
Dog,1,Neutral,67,Puppy/Kitten,15,March,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,Positive,182,Puppy/Kitten,80,May,1,Mix,White,Sick/Medical,0
Other,0,Neutral,369,Young Adult,3,April,0,Mix,Other,Injured,0
Dog,1,Positive,81,Puppy/Kitten,11,May,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,3303,Senior,5,June,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,312,Puppy/Kitten,3,November,0,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1089,Young Adult,3,May,0,Pure,White,Healthy/Normal,0
Dog,1,Positive,558,Young Adult,10,January,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,2107,Adult,2,December,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,2924,Senior,1,February,1,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,3785,Senior,3,January,1,Mix,White,Healthy/Normal,0
Cat,0,Positive,93,Puppy/Kitten,4,June,1,Pure,Red,Healthy/Normal,0
Cat,1,Positive,120,Puppy/Kitten,92,July,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,100,Puppy/Kitten,38,December,1,Mix,Black,Healthy/Normal,0
Dog,0,Neutral,69,Puppy/Kitten,9,March,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,504,Young Adult,17,March,1,Mix,Gold,Healthy/Normal,0
Dog,1,Positive,76,Puppy/Kitten,4,July,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,94,Puppy/Kitten,18,June,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,104,Puppy/Kitten,11,August,1,Mix,Other,Healthy/Normal,0
Cat,1,Positive,744,Young Adult,12,January,1,Pure,Other,Healthy/Normal,0
Cat,1,Positive,2961,Senior,38,May,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,416,Young Adult,50,May,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,126,Puppy/Kitten,4,January,1,Mix,Grey,Healthy/Normal,0
Cat,1,Positive,2644,Senior,22,October,1,Mix,Brown,Healthy/Normal,0
Dog,1,Neutral,139,Puppy/Kitten,14,April,1,Pure,Gold,Healthy/Normal,0
Dog,0,Positive,735,Young Adult,5,February,1,Pure,Tricolor,Healthy/Normal,0
Cat,1,Positive,92,Puppy/Kitten,56,December,1,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,398,Young Adult,30,February,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,97,Puppy/Kitten,13,December,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,5097,Senior,17,January,1,Pure,White,Healthy/Normal,0
Dog,1,Neutral,75,Puppy/Kitten,14,December,0,Mix,Black,Sick/Medical,0
Dog,1,Positive,2557,Senior,1,February,0,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,368,Young Adult,3,July,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,77,Puppy/Kitten,21,June,1,Pure,Other,Healthy/Normal,0
Cat,1,Positive,71,Puppy/Kitten,33,June,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,411,Young Adult,45,March,1,Mix,Tricolor,Injured,0
Other,0,Negative,32,Puppy/Kitten,1,April,0,Pure,Black,Healthy/Normal,0
Dog,1,Positive,2967,Senior,45,March,1,Mix,Black,Healthy/Normal,0
Cat,1,Neutral,82,Puppy/Kitten,6,December,0,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,400,Young Adult,35,January,1,Pure,White,Healthy/Normal,0
Dog,1,Neutral,146,Puppy/Kitten,8,February,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,370,Young Adult,4,April,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,81,Puppy/Kitten,65,June,1,Mix,White,Healthy/Normal,0
Cat,0,Positive,99,Puppy/Kitten,7,September,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,1322,Adult,11,December,1,Mix,White,Healthy/Normal,0
Cat,0,Positive,100,Puppy/Kitten,9,December,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,76,Puppy/Kitten,39,August,1,Mix,Brown,Healthy/Normal,0
Cat,1,Neutral,746,Young Adult,16,January,1,Pure,Other,Healthy/Normal,0
Dog,1,Neutral,2935,Senior,20,February,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,105,Puppy/Kitten,13,December,1,Pure,Red,Healthy/Normal,0
Dog,1,Neutral,155,Puppy/Kitten,4,July,1,Mix,Gold,Healthy/Normal,0
Dog,1,Positive,3662,Senior,7,November,1,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,556,Young Adult,6,February,0,Pure,White,Healthy/Normal,0
Cat,1,Positive,738,Young Adult,8,August,1,Mix,Other,Healthy/Normal,0
Cat,0,Positive,72,Puppy/Kitten,11,November,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,1478,Adult,16,November,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,746,Young Adult,15,August,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,369,Young Adult,4,May,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,734,Young Adult,4,June,0,Mix,White,Healthy/Normal,0
Other,1,Neutral,731,Young Adult,1,December,0,Pure,Other,Healthy/Normal,0
Dog,0,Positive,247,Puppy/Kitten,3,June,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,Positive,109,Puppy/Kitten,17,July,1,Pure,Black,Healthy/Normal,0
Cat,0,Neutral,734,Young Adult,2,February,0,Pure,Grey,Healthy/Normal,0
Dog,1,Positive,372,Young Adult,6,January,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,125,Puppy/Kitten,5,March,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,744,Young Adult,14,December,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,743,Young Adult,12,November,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,218,Puppy/Kitten,5,August,1,Pure,Gold,Healthy/Normal,0
Cat,1,Positive,81,Puppy/Kitten,59,October,0,Mix,Other,Healthy/Normal,0
Cat,1,Neutral,2192,Adult,1,March,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,550,Young Adult,4,July,1,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,80,Puppy/Kitten,58,December,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,81,Puppy/Kitten,39,July,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,815,Young Adult,83,August,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,67,Puppy/Kitten,64,March,1,Pure,White,Life Stage/Developmental,0
